name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"HP 17.3"" HD+ Notebook,8th Gen Intel Quad Core i5-8265U Processor,8GB DDR4 RAM,512GB SSD,Intel UHD Graphics 620,DVD-RW,Wifi,Bluetooth 4.2,USB,HDMI, Windows 10 Pro",633.99,HP,HP17HD+,BY1053DX,,Windows 10 Pro,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,512GB SSD,8 GB,Intel UHD Graphics 620,,"17.3"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 20GB RAM, 1024GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",599,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,1024GB SSD,20 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 8GB RAM, 256GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",419,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,256GB SSD,8 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 20GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",479,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,128GB SSD,20 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 12GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",479,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,512GB SSD,12 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 8GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",449,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,512GB SSD,8 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 12GB RAM, 256GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",449,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,256GB SSD,12 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 8GB RAM, 1024GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",549,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,1024GB SSD,8 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 4GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",376.95,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,128GB SSD,4 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",402.99,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,128GB SSD,8 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 20GB RAM, 256GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",499,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,256GB SSD,20 GB,AMD Radeon Vega 3,,"15.6"""
"HP Elitebook 850 G6 15.6"" Full HD FHD (1920x1080) Business Laptop (Intel Quad-Core i5-8265U, 8GB DDR4 RAM, 256GB PCIe M.2 SSD) Fingerprint, Backlit, Type-C, Thunderbolt 3, HDMI, Windows 10 Pro 64-bit",899.99,,EliteBook,,,Windows 10 Pro,Intel Core i5 8th Gen,1.60 GHz,Quad-core Processor,256,8 GB,Intel UHD Graphics 620,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 4GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",429,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,512GB SSD,4 GB,AMD Radeon Vega 3,,"15.6"""
"Open Box: ASUS VivoBook  AMD A9-9425 Dual Core Processor (Boost up to 3.7 GHz) with Radeon R5 Graphics, 8 GB DDR4 RAM, 256 GB SSD, 14"" FHD Display Windows 10, F441BA-DS95 Light and Powerful Laptop,",339.99,ASUS,VivoBook,F441BA-DS95,,Windows 10 Home 64-bit,AMD A9-Series,A9-9425 (3.10 GHz),Dual-core Processor,256 GB SSD,8 GB,AMD Radeon R5 Series,Shared system memory,"14.0"""
"Asus Zenbook Flip 14"" FHD (1920x1080) Touch 2-in-1 Business Laptop (Intel Quad Core i7-8565U, 16GB RAM, 512GB PCIe M.2 SSD) Backlit, Fingerprint, Type-C, Bluetooth 5.0, Windows 10",999.99,,ZenBook,,,Windows 10 Home,Intel Core i7 8th Gen,1.80 GHz,Quad-core Processor,512,16 GB,Intel UHD Graphics 620,,"14.0"""
"Microsoft - Surface Pro 6 - 12.3"" Touch Screen - Intel Core i5 8250U (1.60 GHz) - 8 GB Memory - 256 GB SSD - Windows 10 Home 64-bit - With Keyboard - Black",795,Microsoft,Surface Pro 6,LJM-00028,5,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,256 GB SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"12.3"""
"ASUS VivoBook S  Intel Core i5-8250U Processor, 8 GB DDR4 RAM, 256 GB SSD, 15.6"" FHD WideView Display, ASUS NanoEdge Bezel, Metal Cover Ultra-Thin and Portable Laptop, S510UA-DS51",629.95,ASUS,VivoBook,S510UA-DS51,4,Windows 10 Home 64-Bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,256 GB SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Refurbished: Acer Grade A Laptop Aspire 3 A315-41-R98U AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB SSD AMD Radeon Vega 8 15.6"" Windows 10 Home 64-bit",414.99,Acer,Aspire 3,A315-41-R98U,,Windows 10 Home 64-bit,AMD Ryzen 5 1st Gen,2500U (2.00 GHz),Quad-core Processor,256 GB SSD,8 GB,AMD Radeon Vega 8,Shared system memory,"15.6"""
"Refurbished: Acer Grade A Laptop Aspire 5 A515-51-58HD Intel Core i5 8th Gen 8250U (1.60 GHz) 4 GB Memory 1 TB HDD Intel UHD Graphics 620 15.6""  Windows 10 Home 64-Bit (Manufacturer Recertified)",349.99,Acer,Aspire 5,A515-51-58HD,,Windows 10 Home 64-Bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,1 TB,4 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 8GB RAM, 512GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",409,Lenovo,IdeaPad,130,1,Windows 10 Home,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,512GB SSD,8 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Dell Inspiron 15.6"" TouchScreen HD Laptop,8th Gen Intel Core i5-8265U,8GB DDR4,512GB SSD,Intel UHD Graphics 620,Wifi-AC, Bluetooth 4.1,HDMI,USB, Windows 10 Pro",599,DELL,Inspiron,3583,,Windows 10 Pro,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,512GB SSD,8 GB,Intel UHD Graphics 620,,"15.6"""
"ASUS ZenBook 13 8th Gen Intel Whiskey Lake Core i5-8265U Processor, Nvidia MX150, 8GB LPDDR3, 256GB SSD, Backlit KB, Fingerprint, Windows 10 - UX331FN-DH51T, Slate Grey  Ultra-Slim Laptop 13.3”",876.99,ASUS,ZenBook,UX331FN-DH51T,3,Windows 10 Home 64-Bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,256 GB M.2 SATA SSD,8 GB LPDDR3,NVIDIA GeForce MX150,2 GB,"13.3"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 4GB RAM, 1024GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",529,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,1024GB SSD,4 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 4GB RAM, 256GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",399,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,256GB SSD,4 GB,AMD Radeon Vega 3,,"15.6"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 12GB RAM, 1024GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",579,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,1024GB SSD,12 GB,AMD Radeon Vega 3,,"15.6"""
"Open Box: HP Laptop ProBook 430 G6 5VP50UT#ABA Intel Core i5 8th Gen 8265U (1.60 GHz) 4 GB Memory 128 GB SSD Intel UHD Graphics 620 13.3"" Windows 10 Home 64-bit",365,HP,ProBook 430 G6,5VP50UT#ABA,,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,128 GB M.2 SATA SSD,4 GB,Intel UHD Graphics 620,Shared system memory,"13.3"""
"Lenovo Flex 5 81CA001WUS Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 512 GB PCIe SSD Intel UHD Graphics 620 15.6"" Touchscreen 1920 x 1080 Convertible 2-in-1 Laptop Windows 10 Home 64-bit - OEM",549.99,Lenovo,Flex 5,81CA001WUS,4,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,512 GB PCIe SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Refurbished: Acer Laptop Spin 3 SP314-53N-77AJ Intel Core i7 8th Gen 8565U (1.80 GHz) 16 GB Memory 512 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Home 64-bit",599.99,Acer,Spin 3,SP314-53N-77AJ,,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8565U (1.80 GHz),Quad-core Processor,512 GB SSD,16 GB,Intel UHD Graphics 620,Shared system memory,"14.0"""
"Newest ASUS VivoBook 15.6"" FHD Premium Home & Business Laptop, AMD Ryzen 3 3200U Dual-Core up to 3.5GHz, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 10",399,ASUS,,VivoBook 15,4,Windows 10 Home,AMD Ryzen 3,3200U (2.60 GHz),Dual-core Processor,128GB SSD,8 GB,AMD Radeon Vega 3,,"15.6"""
"HP Laptop EliteBook 850 G5 (3RS09UT#ABA) Intel Core i7 8th Gen 8650U (1.90 GHz) 8 GB Memory 256 GB M.2 SATA SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-Bit","1,587.97",HP,EliteBook,850 G5 (3RS09UT#ABA),4,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8650U (1.90 GHz),Quad-core Processor,256 GB M.2 SATA SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Open Box: MSI Laptop Prestige 14 A10SC-020 Intel Core i5 10th Gen 10210U (1.60 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit","1,020.00",MSI,,Prestige 14 A10SC-020,,Windows 10 Pro 64-bit,Intel Core i5 10th Gen,10210U (1.60 GHz),Quad-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1650 Max-Q,4 GB,"14.0"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 24GB RAM 256GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",646.61,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,256,24 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 16GB RAM 128GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",563.38,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,128,16 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 8GB RAM 512GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",549.88,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,512,8 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 12GB RAM 128GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",537.77,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,128,12 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 16GB RAM 1024GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",691.42,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,1024,16 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 32GB RAM 256GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",710.63,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,256,32 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 16GB RAM 256GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",582.59,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,256,16 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 24GB RAM 512GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",678.62,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,512,24 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 16GB RAM 128GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",563.38,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,128,16 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 32GB RAM 512GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",742.64,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,512,32 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 12GB RAM 1024GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",665.81,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,1024,12 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 8GB RAM 1024GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",640.2,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,1024,8 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 24GB RAM 128GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",627.4,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,128,24 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 12GB RAM 512GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",588.99,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,512,12 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 24GB RAM 1024GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",755.44,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,1024,24 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 12GB RAM 256GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",556.98,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,256,12 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 16GB RAM 512GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",614.6,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,512,16 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 32GB RAM 128GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",691.42,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,128,32 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 8GB RAM 256GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",531.37,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,256,8 GB,Intel UHD Graphics,,"15.6"""
"HP 15.6"" Thin and Light Touchscreen Customized Premium Laptop | 10th Gen Intel Quad-Core i5-1035G1  | 32GB RAM 1024GB SSD | USB Type-C | Only 3.8lb | Upto 10 Hours Mixed Usage | Windows 10 Home Silver",819.46,HP,,,,Windows 10 Home,Intel Core i5,1.00 GHz,Quad-core Processor,1024,32 GB,Intel UHD Graphics,,"15.6"""
"Refurbished: Lenovo Grade A Laptop ThinkPad T460 Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit",389.99,Lenovo,ThinkPad,T460,,Windows 10 Home 64-bit,Intel Core i5 6th Gen,6300U (2.40 GHz),Dual-core Processor,1 TB,8 GB,Intel HD Graphics 520,Shared system memory,"14.0"""
"Refurbished: Lenovo Grade A ThinkPad T460 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB DDR3L 512 GB SSD WIFI Bluetooth Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",386.99,Lenovo,ThinkPad,T460,,Windows 10 Home,Intel Core i5 6th Gen,6300U (2.40 GHz),,512,8 GB,Intel HD Graphics 520,,"14.0"""
"Refurbished: HP Grade A Laptop ProBook 640 G2 Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit",340.99,HP,ProBook,640 G2,,Windows 10 Home 64-bit,Intel Core i5 6th Gen,6300U (2.40 GHz),Dual-core Processor,256 GB SSD,8 GB,Intel HD Graphics 520,Shared system memory,"14.0"""
"Refurbished: HP Grade A Probook 640G2 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB DDR4 360 GB SSD DVD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",347.99,HP,ProBook,640G2,,Windows 10 Home,Intel Core i5 6th Gen,6300U (2.40 GHz),,360,8 GB,Intel HD Graphics 520,,"14.0"""
"Lenovo Laptop ThinkPad T480 20L50067US Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-bit",876.4,Lenovo,ThinkPad T480,20L50067US,5,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,256 GB M.2 PCIe NVMe SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"14.0"""
"Refurbished: Refurbished HP Grade A Elitebook 745G2 14"" Laptop, AMD A10-7350B 2.1 GHz, 8GB Memory, 512G SSD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",292.99,HP,EliteBook,745G2,,Windows 10 Home 64-bit (Multi-language),AMD A10-Series,7350B (2.1 GHz),,512,8 GB,Intel HD Graphics,,"14"""
"Refurbished: Lenovo ThinkPad T450s 14"" 1920x1080 Laptop PC, Intel Core i5-5300U 2.30GHz (Dual Core), 8GB DDR3 RAM, 256GB SSD, Win-10 Pro",473.11,Lenovo,ThinkPad,T450s,5,Windows 10 Pro,Intel Core i5 5th Gen,5300U (2.30 GHz),Dual-core Processor,256 GB,8 GB,Intel HD Graphics 5500,,"14.0"""
"HP Laptop ProBook 450 G6 6QJ33UT#ABA Intel Core i5 8th Gen 8265U (1.60 GHz) 4 GB Memory 500 GB HDD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",550.44,HP,ProBook 450 G6,6QJ33UT#ABA,,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,500 GB,4 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Lenovo Flex-14API 81SS0002US AMD Ryzen 7 2nd Gen 3700U (2.30 GHz) 8 GB Memory 256 GB SSD AMD Radeon RX Vega 10 14"" Touchscreen 1920 x 1080 Convertible 2-in-1 Laptop Windows 10 Home 64-bit",599.99,Lenovo,Flex-14API,81SS0002US,4,Windows 10 Home 64-bit,AMD Ryzen 7 2nd Gen,3700U (2.30 GHz),Quad-core Processor,256 GB SSD,8 GB,AMD Radeon RX Vega 10,Shared system memory,"14"""
"Dell inspiron 15.6"" TouchScreen Full HD Laptop,Intel Core i3-8130U,16GB DDR4 RAM,128GB SSD Plus 1TB HDD,Intel® UHD Graphics 620, Wifi-AC,Bluetooth 4.2,DVD-RW, HDMI,USB,Windows 10 Pro",675,DELL,Inspiron,5570,5,Windows 10 Pro,Intel Core i3 8th Gen,8130U (2.20 GHz),,128GB SSD Plus 1TB HDD,16 GB,Intel UHD Graphics 620,,"15.6"""
"Microsoft Laptop Surface Laptop JKQ-00036 Intel Core i7 7th Gen 7660U (2.50 GHz) 8 GB Memory 256 GB SSD Intel Iris Plus Graphics 640 13.5"" Touchscreen Windows 10 Pro 64-Bit","1,652.00",Microsoft,Surface Laptop,JKQ-00036,4,Windows 10 Pro 64-Bit,Intel Core i7 7th Gen,7660U (2.50 GHz),Dual-core Processor,256 GB SSD,8 GB,Intel Iris Plus Graphics 640,Shared system memory,"13.5"""
"HP Laptop EliteBook 840 G5 (6NT00UT#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-bit",949.89,HP,EliteBook,840 G5 (6NT00UT#ABA),,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,256 GB PCIe NVMe M.2 SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"14.0"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 4GB RAM, 256GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",299.99,Lenovo,IdeaPad,130,,Windows 10 Home,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,256GB SSD,4 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 16GB RAM, 256GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",389.99,Lenovo,IdeaPad,130,,Windows 10 Home,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,256GB SSD,16 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 8GB RAM, 256GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",319.99,Lenovo,IdeaPad,130,,Windows 10 Home,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,256GB SSD,8 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Used - Like New: DELL Laptop Inspiron i5558-6435SLV Intel Core i7 5500U (2.40GHz) 8GB Memory 1TB HDD Intel HD Graphics 15.6"" Touchscreen Windows 10 Home 64-Bit English",740,DELL,Inspiron,i5558-6435SLV,,Windows 10 Home 64-Bit English,Intel Core i7 5th Gen,5500U (2.40 GHz),Dual-core Processor,1 TB,8 GB,Intel HD Graphics,Shared system memory,"15.6"""
